CustomerID,LastPurchaseDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
15429,2011-11-13 12:28:00,26,2,397.35,4,3,2,432,Potential Loyal
15432,2011-11-16 16:30:00,22,1,171.19000000000003,4,1,1,411,Potential Loyal
15433,2011-05-10 10:45:00,213,2,533.3,1,3,3,133,At Risk
15434,2011-12-01 13:33:00,7,5,1041.48,5,4,4,544,Loyal
15435,2011-11-17 16:39:00,21,1,149.29,4,1,1,411,Potential Loyal
15436,2011-11-27 16:05:00,11,3,1067.75,5,3,4,534,Potential Loyal
15437,2011-03-22 13:11:00,261,1,200.16,1,1,1,111,Lost
15438,2011-07-31 14:19:00,130,1,156.57999999999998,2,1,1,211,Lost
15440,2011-10-16 12:16:00,54,3,383.68,3,3,2,332,Loyal
15442,2011-04-05 12:24:00,248,1,594.0,1,1,3,113,Lost
15443,2011-12-08 10:40:00,1,7,3213.59,5,5,5,555,Champion
15444,2011-11-30 17:37:00,8,2,1411.21,5,3,4,534,Potential Loyal
15445,2011-03-20 15:06:00,263,1,113.5,1,1,1,111,Lost
15447,2011-01-13 11:26:00,330,1,155.17000000000002,1,1,1,111,Lost
15448,2011-01-31 10:42:00,312,1,494.64,1,1,3,113,Lost
15449,2011-11-13 15:02:00,25,3,974.52,4,3,4,434,Potential Loyal
15450,2011-11-09 17:11:00,29,1,429.84,4,1,2,412,Potential Loyal
15452,2011-11-10 12:13:00,29,3,528.48,4,3,3,433,Potential Loyal
15453,2011-12-08 10:59:00,1,7,1371.77,5,5,4,554,Champion
15454,2010-12-12 14:21:00,361,1,179.1,1,1,1,111,Lost
15456,2011-03-01 13:51:00,282,3,434.59,1,3,2,132,At Risk
15457,2011-03-22 15:31:00,261,1,237.07,1,1,1,111,Lost
15458,2011-11-14 13:08:00,24,1,161.64,4,1,1,411,Potential Loyal
15460,2010-12-20 16:08:00,353,1,214.26,1,1,1,111,Lost
15462,2011-09-06 13:11:00,93,3,234.6,2,3,1,231,At Risk
15463,2011-11-10 12:57:00,28,1,126.14,4,1,1,411,Potential Loyal
15464,2011-01-05 15:56:00,337,1,1044.65,1,1,4,114,Lost
15465,2011-11-20 10:11:00,19,18,7354.62,4,5,5,455,Loyal
15466,2011-09-15 14:08:00,84,1,334.53,2,1,2,212,Lost
15467,2011-11-30 14:17:00,8,3,524.88,5,3,3,533,Potential Loyal
15468,2011-10-19 13:49:00,50,2,467.51,3,3,2,332,Loyal
15469,2011-10-20 16:21:00,49,2,538.55,3,3,3,333,Loyal
15471,2011-12-07 14:12:00,1,1,454.48,5,1,2,512,Potential Loyal
15472,2011-08-18 15:17:00,112,1,371.56,2,1,2,212,Lost
15473,2011-11-25 15:15:00,13,7,1771.2,4,5,4,454,Loyal
15475,2011-09-23 15:20:00,76,1,454.11,2,1,2,212,Lost
15478,2011-10-30 14:19:00,39,2,1399.92,3,3,4,334,Loyal
15480,2011-08-15 14:32:00,115,1,905.5,2,1,3,213,Lost
15482,2011-11-24 10:46:00,15,12,10879.76,4,5,5,455,Loyal
15483,2011-07-01 13:07:00,160,4,225.26,2,4,1,241,At Risk
15484,2011-12-08 15:03:00,0,4,3590.41,5,4,5,545,Loyal
15485,2011-11-09 14:31:00,29,3,2564.5,4,3,5,435,Potential Loyal
15488,2011-09-08 10:11:00,92,1,91.32000000000001,2,1,1,211,Lost
15489,2011-11-17 08:53:00,22,3,1134.28,4,3,4,434,Potential Loyal
15491,2011-09-05 15:56:00,94,6,3100.09,2,5,5,255,At Risk
15492,2011-11-11 14:53:00,27,2,659.46,4,3,3,433,Potential Loyal
15493,2011-11-07 12:04:00,32,5,1953.41,4,4,4,444,Loyal
15494,2011-11-18 14:51:00,20,2,1280.58,4,3,4,434,Potential Loyal
15497,2011-11-22 11:51:00,17,2,1262.2,4,3,4,434,Potential Loyal
15498,2011-12-07 12:48:00,2,27,13316.4,5,5,5,555,Champion
15500,2011-12-01 13:47:00,7,4,1131.56,5,4,4,544,Loyal
15502,2011-11-24 12:48:00,15,12,10384.93,4,5,5,455,Loyal
15503,2010-12-12 10:57:00,362,1,141.04,1,1,1,111,Lost
15504,2011-09-19 13:45:00,80,1,52.83,2,1,1,211,Lost
15505,2011-10-18 07:56:00,52,5,3610.96,3,4,5,345,Loyal
15506,2011-11-17 12:11:00,22,3,972.08,4,3,4,434,Potential Loyal
15507,2011-06-21 11:19:00,171,1,475.86,2,1,2,212,Lost
15508,2011-06-03 15:43:00,188,6,1000.27,1,5,4,154,At Risk
15510,2011-01-13 12:10:00,330,1,250.0,1,1,2,112,Lost
15511,2011-11-28 09:43:00,11,5,900.53,5,4,3,543,Loyal
15512,2011-07-07 10:20:00,155,2,121.0,2,3,1,231,At Risk
15513,2011-11-06 14:36:00,32,19,14758.22,4,5,5,455,Loyal
15514,2011-11-27 14:40:00,11,11,4023.7200000000003,5,5,5,555,Champion
15516,2011-10-26 10:51:00,44,3,62.43,3,3,1,331,Loyal
15517,2011-04-20 14:02:00,232,1,267.03,1,1,2,112,Lost
15518,2011-10-06 13:05:00,63,8,1921.55,3,5,4,354,Loyal
15520,2011-12-08 10:58:00,1,1,343.5,5,1,2,512,Potential Loyal
15521,2011-10-30 13:42:00,39,8,3000.2,3,5,5,355,Loyal
15522,2011-11-07 11:26:00,32,2,397.99,4,3,2,432,Potential Loyal
15523,2011-09-16 16:29:00,83,1,412.01000000000005,2,1,2,212,Lost
15524,2011-11-15 12:09:00,24,1,440.0,4,1,2,412,Potential Loyal
15525,2011-12-07 14:43:00,1,3,734.37,5,3,3,533,Potential Loyal
15526,2011-11-06 15:04:00,32,2,148.44,4,3,1,431,Potential Loyal
15527,2011-11-21 12:17:00,18,8,2428.53,4,5,5,455,Loyal
15528,2011-03-30 16:14:00,253,1,229.33,1,1,1,111,Lost
15529,2011-11-17 11:29:00,22,11,3962.6,4,5,5,455,Loyal
15530,2011-11-18 12:25:00,21,4,1497.31,4,4,4,444,Loyal
15531,2011-12-01 18:43:00,7,2,1972.39,5,3,4,534,Potential Loyal
15532,2011-11-14 14:51:00,24,4,1564.73,4,4,4,444,Loyal
15533,2011-11-20 15:35:00,18,3,807.57,4,3,3,433,Potential Loyal
15535,2011-06-19 16:02:00,172,4,502.9,2,4,3,243,At Risk
15537,2011-06-29 13:10:00,162,1,110.92,2,1,1,211,Lost
15539,2011-12-02 13:36:00,6,1,538.46,5,1,3,513,Potential Loyal
15540,2011-11-28 13:51:00,10,1,213.3,5,1,1,511,Potential Loyal
15541,2011-08-17 14:58:00,113,1,85.13000000000001,2,1,1,211,Lost
15543,2011-02-24 15:26:00,287,1,127.86,1,1,1,111,Lost
15544,2011-11-30 16:43:00,8,9,3546.71,5,5,5,555,Champion
15545,2011-10-16 13:24:00,53,2,288.96999999999997,3,3,2,332,Loyal
15547,2011-12-02 12:52:00,6,14,4910.6,5,5,5,555,Champion
15549,2011-09-23 16:22:00,76,3,1681.46,2,3,4,234,At Risk
15550,2011-12-05 15:38:00,3,4,575.63,5,4,3,543,Loyal
15551,2011-11-03 12:37:00,36,1,436.06,3,1,2,312,Potential Loyal
15552,2011-05-06 14:47:00,216,1,90.12,1,1,1,111,Lost
15553,2011-10-10 14:02:00,59,1,428.93,3,1,2,312,Potential Loyal
15554,2011-03-07 09:00:00,277,1,217.2,1,1,1,111,Lost
15555,2011-11-27 16:19:00,11,16,4794.86,5,5,5,555,Champion
15556,2011-11-15 16:08:00,23,1,279.77,4,1,2,412,Potential Loyal
15557,2011-11-11 12:46:00,28,1,468.91,4,1,2,412,Potential Loyal
15561,2011-11-28 11:07:00,11,4,800.5899999999999,5,4,3,543,Loyal
15562,2010-12-23 09:55:00,351,1,134.55,1,1,1,111,Lost
15563,2011-11-17 14:50:00,21,4,1400.44,4,4,4,444,Loyal
15565,2011-10-20 14:33:00,49,2,173.16000000000003,3,3,1,331,Loyal
15567,2011-11-21 10:48:00,18,1,186.01,4,1,1,411,Potential Loyal
15568,2011-12-07 11:27:00,2,3,758.29,5,3,3,533,Potential Loyal
15569,2011-08-28 10:15:00,103,5,1375.71,2,4,4,244,At Risk
15570,2011-12-02 14:47:00,6,12,4148.82,5,5,5,555,Champion
15571,2011-11-28 10:02:00,11,4,650.4300000000001,5,4,3,543,Loyal
15572,2011-12-05 10:09:00,4,7,2533.42,5,5,5,555,Champion
15573,2011-11-08 11:38:00,31,2,591.1899999999999,4,3,3,433,Potential Loyal
15574,2011-06-15 12:01:00,177,4,675.64,2,4,3,243,At Risk
15576,2011-11-02 12:03:00,37,1,921.37,3,1,3,313,Potential Loyal
15577,2011-07-11 17:03:00,150,3,258.88,2,3,2,232,At Risk
15578,2011-06-30 13:03:00,161,1,127.1,2,1,1,211,Lost
15579,2011-10-02 12:45:00,68,2,327.6,3,3,2,332,Loyal
15581,2011-08-11 09:38:00,120,13,3675.77,2,5,5,255,At Risk
15582,2011-11-15 09:55:00,24,3,682.9100000000001,4,3,3,433,Potential Loyal
15584,2011-11-16 10:55:00,23,4,720.86,4,4,3,443,Loyal
15585,2011-06-16 08:38:00,176,1,455.3,2,1,2,212,Lost
15587,2011-10-20 13:37:00,49,4,913.68,3,4,3,343,Loyal
15589,2011-03-29 09:54:00,255,3,478.53,1,3,2,132,At Risk
15592,2011-10-24 08:59:00,46,1,388.58,3,1,2,312,Potential Loyal
15593,2011-09-30 11:46:00,70,1,199.8,3,1,1,311,Potential Loyal
15594,2011-11-24 08:53:00,15,5,1771.78,4,4,4,444,Loyal
15596,2011-08-31 10:55:00,100,5,1406.59,2,4,4,244,At Risk
15597,2011-11-04 13:26:00,34,1,324.57,3,1,2,312,Potential Loyal
15598,2011-10-17 16:04:00,52,1,240.68,3,1,1,311,Potential Loyal
15599,2011-11-13 11:44:00,26,2,761.74,4,3,3,433,Potential Loyal
15601,2011-11-28 15:15:00,10,14,6776.56,5,5,5,555,Champion
15602,2011-12-01 14:14:00,7,9,1297.8700000000001,5,5,4,554,Champion
15603,2011-09-22 10:04:00,78,1,48.480000000000004,2,1,1,211,Lost
15604,2011-10-18 14:47:00,51,1,216.39000000000001,3,1,1,311,Potential Loyal
15605,2011-11-03 14:17:00,35,5,1198.23,3,4,4,344,Loyal
15606,2011-10-09 15:47:00,60,9,2920.16,3,5,5,355,Loyal
15607,2011-01-07 12:44:00,336,1,104.76,1,1,1,111,Lost
15608,2011-11-11 13:20:00,27,4,1093.68,4,4,4,444,Loyal
15609,2011-06-08 13:00:00,183,1,298.48,1,1,2,112,Lost
15610,2011-10-19 10:36:00,51,1,112.46000000000001,3,1,1,311,Potential Loyal
15611,2011-11-30 12:36:00,9,13,1591.45,5,5,4,554,Champion
15612,2011-11-03 14:52:00,35,2,195.15,3,3,1,331,Loyal
15615,2011-11-29 14:42:00,9,23,10399.74,5,5,5,555,Champion
15618,2011-11-07 08:34:00,32,4,776.851,4,4,3,443,Loyal
15619,2011-11-29 08:14:00,10,1,336.4,5,1,2,512,Potential Loyal
15620,2011-10-14 12:41:00,56,3,1553.18,3,3,4,334,Loyal
15621,2011-12-05 14:01:00,3,4,1293.03,5,4,4,544,Loyal
15622,2011-10-27 16:44:00,42,9,3709.56,3,5,5,355,Loyal
15623,2011-07-21 17:26:00,140,1,301.03000000000003,2,1,2,212,Lost
15624,2011-08-15 11:38:00,116,4,588.13,2,4,3,243,At Risk
15625,2011-08-28 10:21:00,103,4,1534.26,2,4,4,244,At Risk
15626,2011-09-26 10:03:00,74,2,675.8,2,3,3,233,At Risk
15628,2011-12-05 10:24:00,4,9,2870.2400000000002,5,5,5,555,Champion
15630,2011-10-25 15:36:00,44,2,1186.35,3,3,4,334,Loyal
15632,2011-11-24 09:51:00,15,8,3285.31,4,5,5,455,Loyal
15634,2011-11-22 16:28:00,16,1,243.55,4,1,1,411,Potential Loyal
15636,2011-09-11 11:17:00,89,2,724.76,2,3,3,233,At Risk
15637,2011-10-18 08:28:00,52,1,223.36,3,1,1,311,Potential Loyal
15639,2011-07-28 14:30:00,133,1,425.32,2,1,2,212,Lost
15640,2011-12-05 14:35:00,3,15,12416.11,5,5,5,555,Champion
15641,2011-08-26 14:04:00,104,4,1887.2,2,4,4,244,At Risk
15643,2011-06-01 07:38:00,191,3,664.0,1,3,3,133,At Risk
15644,2011-06-26 14:54:00,165,4,803.54,2,4,3,243,At Risk
15645,2011-11-21 11:55:00,18,1,612.01,4,1,3,413,Potential Loyal
15646,2011-07-05 09:53:00,157,3,447.64000000000004,2,3,2,232,At Risk
15648,2011-05-19 15:53:00,203,2,639.5,1,3,3,133,At Risk
15649,2011-01-07 13:34:00,335,2,816.0,1,3,3,133,At Risk
15651,2011-11-03 08:41:00,36,3,646.3,3,3,3,333,Loyal
15652,2011-09-09 14:22:00,90,1,337.74,2,1,2,212,Lost
15653,2011-09-08 10:49:00,92,2,877.44,2,3,3,233,At Risk
15654,2011-11-30 13:08:00,8,2,922.53,5,3,3,533,Potential Loyal
15655,2011-04-10 15:25:00,242,1,560.6700000000001,1,1,3,113,Lost
15656,2011-10-25 14:56:00,44,4,748.5,3,4,3,343,Loyal
15657,2011-11-17 12:19:00,22,1,30.0,4,1,1,411,Potential Loyal
15658,2011-06-02 15:22:00,189,5,1024.1000000000001,1,4,4,144,At Risk
15659,2011-10-27 09:23:00,43,1,306.45,3,1,2,312,Potential Loyal
15660,2011-11-14 16:58:00,24,9,1600.86,4,5,4,454,Loyal
15661,2011-01-26 13:56:00,316,2,309.8,1,3,2,132,At Risk
15663,2011-08-25 15:50:00,105,1,138.14,2,1,1,211,Lost
15664,2011-10-20 10:57:00,50,1,386.43,3,1,2,312,Potential Loyal
15665,2011-06-24 14:57:00,167,2,2222.21,2,3,5,235,At Risk
15667,2011-10-31 10:56:00,39,1,301.32000000000005,3,1,2,312,Potential Loyal
15668,2011-05-06 10:39:00,217,1,76.32000000000001,1,1,1,111,Lost
15669,2011-10-30 16:03:00,39,4,684.34,3,4,3,343,Loyal
15670,2011-02-16 10:50:00,296,1,173.05,1,1,1,111,Lost
15671,2011-11-21 12:43:00,18,7,2657.13,4,5,5,455,Loyal
15673,2011-09-12 16:12:00,87,4,2726.23,2,4,5,245,At Risk
15674,2011-09-27 15:17:00,72,5,2446.6,2,4,5,245,At Risk
15675,2011-09-19 13:48:00,80,3,323.69,2,3,2,232,At Risk
15676,2011-11-21 12:40:00,18,3,3435.76,4,3,5,435,Potential Loyal
15677,2011-10-21 15:36:00,48,1,657.23,3,1,3,313,Potential Loyal
15678,2011-10-18 09:25:00,52,1,352.7,3,1,2,312,Potential Loyal
15679,2011-11-15 16:19:00,23,4,781.28,4,4,3,443,Loyal
15680,2011-11-30 13:46:00,8,3,1333.68,5,3,4,534,Potential Loyal
15681,2011-11-14 16:30:00,24,5,1426.16,4,4,4,444,Loyal
15683,2011-08-14 12:56:00,116,1,193.75,2,1,1,211,Lost
15687,2011-12-01 08:33:00,8,9,2993.1,5,5,5,555,Champion
15689,2011-08-12 09:37:00,119,2,254.1,2,3,2,232,At Risk
15690,2011-12-05 15:59:00,3,2,239.76,5,3,1,531,Potential Loyal
15691,2011-04-01 15:13:00,251,1,136.8,1,1,1,111,Lost
15692,2011-11-11 14:12:00,27,1,191.04,4,1,1,411,Potential Loyal
15694,2011-12-09 09:44:00,0,14,6479.4,5,5,5,555,Champion
15695,2011-03-18 08:32:00,266,2,409.98,1,3,2,132,At Risk
15696,2011-11-06 14:02:00,32,8,2711.11,4,5,5,455,Loyal
15699,2011-11-22 08:26:00,17,1,309.65,4,1,2,412,Potential Loyal
15700,2011-06-20 16:53:00,171,2,696.68,2,3,3,233,At Risk
15701,2011-12-07 14:39:00,1,4,1529.0,5,4,4,544,Loyal
15703,2011-03-20 10:51:00,264,1,211.5,1,1,1,111,Lost
15704,2011-07-22 13:35:00,139,4,2293.62,2,4,5,245,At Risk
15705,2011-05-22 15:37:00,200,1,143.1,1,1,1,111,Lost
15706,2011-10-07 10:09:00,63,4,1060.56,3,4,4,344,Loyal
15707,2011-11-04 14:35:00,34,4,916.98,3,4,3,343,Loyal
15708,2011-10-30 10:54:00,40,7,3235.25,3,5,5,355,Loyal
15709,2011-03-01 10:38:00,283,1,133.25,1,1,1,111,Lost
15712,2011-11-30 14:09:00,8,5,1072.3600000000001,5,4,4,544,Loyal
15713,2011-07-19 13:34:00,142,2,356.7,2,3,2,232,At Risk
15714,2011-11-28 11:26:00,11,2,330.03000000000003,5,3,2,532,Potential Loyal
15716,2011-07-17 11:59:00,145,4,1101.11,2,4,4,244,At Risk
15717,2011-04-19 13:21:00,233,1,150.3,1,1,1,111,Lost
15719,2011-11-07 12:29:00,32,13,5030.07,4,5,5,455,Loyal
15720,2011-11-15 14:48:00,23,1,598.73,4,1,3,413,Potential Loyal
15721,2011-11-28 12:14:00,11,1,471.40000000000003,5,1,2,512,Potential Loyal
15722,2011-11-04 11:43:00,35,5,2211.21,3,4,5,345,Loyal
15723,2010-12-10 11:12:00,364,1,190.70000000000002,1,1,1,111,Lost
15724,2011-05-22 14:40:00,200,2,218.25,1,3,1,131,At Risk
15725,2011-11-24 14:51:00,14,1,415.25,4,1,2,412,Potential Loyal
15727,2011-11-23 12:36:00,16,7,5159.06,4,5,5,455,Loyal
15729,2011-05-11 12:36:00,212,1,85.0,1,1,1,111,Lost
15730,2011-10-05 12:31:00,65,3,1120.88,3,3,4,334,Loyal
15732,2011-05-11 14:24:00,211,2,294.12,1,3,2,132,At Risk
15733,2011-03-02 09:05:00,282,1,162.3,1,1,1,111,Lost
15734,2011-08-17 10:50:00,114,2,1339.45,2,3,4,234,At Risk
15737,2011-11-25 11:21:00,14,8,1188.1200000000001,4,5,4,454,Loyal
15738,2011-11-21 08:26:00,18,16,4812.42,4,5,5,455,Loyal
15739,2011-10-04 13:42:00,65,1,449.12,3,1,2,312,Potential Loyal
15740,2011-10-21 14:29:00,48,1,154.88,3,1,1,311,Potential Loyal
15743,2011-11-23 17:19:00,15,4,775.96,4,4,3,443,Loyal
15744,2011-09-23 09:52:00,77,1,34.8,2,1,1,211,Lost
15745,2011-11-20 13:45:00,18,4,1094.5900000000001,4,4,4,444,Loyal
15746,2011-07-28 15:21:00,133,1,196.88,2,1,1,211,Lost
15747,2011-11-27 12:26:00,12,3,946.64,5,3,4,534,Potential Loyal
15748,2011-10-30 12:51:00,39,1,144.36,3,1,1,311,Potential Loyal
15749,2011-04-18 13:20:00,234,3,44534.3,1,3,5,135,At Risk
15750,2011-12-07 12:34:00,2,8,2463.05,5,5,5,555,Champion
15752,2011-10-31 11:37:00,39,7,2626.6,3,5,5,355,Loyal
15753,2011-02-08 12:41:00,304,1,79.2,1,1,1,111,Lost
15754,2011-10-19 14:40:00,50,3,458.57,3,3,2,332,Loyal
15755,2011-11-29 14:57:00,9,6,2364.25,5,5,5,555,Champion
15756,2011-10-09 13:30:00,60,4,528.01,3,4,3,343,Loyal
15757,2011-10-05 12:14:00,65,2,714.42,3,3,3,333,Loyal
15758,2011-11-15 10:48:00,24,1,205.25,4,2,1,421,Potential Loyal
15759,2011-05-05 15:13:00,217,3,253.04000000000002,1,3,2,132,At Risk
15762,2011-10-05 16:15:00,64,2,583.75,3,3,3,333,Loyal
15763,2011-11-08 09:44:00,31,2,1086.92,4,3,4,434,Potential Loyal
15764,2011-09-12 17:58:00,87,6,3279.9700000000003,2,5,5,255,At Risk
15766,2011-10-06 17:03:00,63,1,315.06,3,2,2,322,Potential Loyal
15768,2011-08-16 10:48:00,115,3,621.83,2,4,3,243,At Risk
15769,2011-12-02 13:52:00,6,26,56252.72,5,5,5,555,Champion
15773,2011-12-04 12:48:00,5,1,635.6800000000001,5,2,3,523,Potential Loyal
15774,2011-10-02 12:04:00,68,1,270.8,3,2,2,322,Potential Loyal
15775,2011-04-08 12:56:00,244,1,104.9,1,2,1,121,At Risk
15776,2011-07-29 13:46:00,132,1,241.62,2,2,1,221,At Risk
15777,2011-04-12 16:43:00,240,4,1047.1100000000001,1,4,4,144,At Risk
15780,2011-06-09 12:01:00,183,3,475.28000000000003,1,4,2,142,At Risk
15781,2011-11-14 14:57:00,24,3,345.46000000000004,4,4,2,442,Loyal
15782,2011-11-30 10:49:00,9,3,2614.74,5,4,5,545,Loyal
15783,2011-11-29 09:50:00,10,1,246.3,5,2,1,521,Potential Loyal
15785,2011-11-07 11:33:00,32,5,2328.9700000000003,4,4,5,445,Loyal
15786,2011-10-24 14:13:00,45,3,4919.0,3,4,5,345,Loyal
15787,2011-11-13 14:55:00,25,3,933.26,4,4,3,443,Loyal
15789,2010-12-16 14:35:00,357,1,351.3,1,2,2,122,At Risk
15790,2011-11-29 14:53:00,9,1,218.75,5,2,1,521,Potential Loyal
15791,2011-10-27 10:14:00,43,2,1612.69,3,3,4,334,Loyal
15793,2011-11-25 09:31:00,14,3,965.61,4,4,4,444,Loyal
15795,2011-07-13 10:43:00,149,1,610.01,2,2,3,223,At Risk
15796,2011-12-08 19:55:00,0,8,2708.61,5,5,5,555,Champion
15797,2011-08-18 17:04:00,112,4,2207.4,2,4,5,245,At Risk
15799,2011-09-25 12:46:00,75,3,884.14,2,4,3,243,At Risk
15800,2011-08-24 14:23:00,106,2,696.89,2,3,3,233,At Risk
15801,2011-10-24 13:52:00,45,3,1063.95,3,4,4,344,Loyal
15802,2011-07-20 11:38:00,142,1,451.42,2,2,2,222,At Risk
15803,2011-10-19 14:56:00,50,1,415.82000000000005,3,2,2,322,Potential Loyal
15804,2011-12-09 12:31:00,0,13,4206.39,5,5,5,555,Champion
15805,2011-11-16 16:32:00,22,17,5488.18,4,5,5,455,Loyal
15806,2011-10-24 14:35:00,45,3,784.58,3,4,3,343,Loyal
15807,2011-10-20 14:10:00,49,3,903.9,3,4,3,343,Loyal
15808,2011-02-06 14:33:00,305,4,3651.27,1,4,5,145,At Risk
15809,2011-11-03 16:40:00,35,5,515.77,3,4,3,343,Loyal
15810,2011-09-22 09:38:00,78,4,1391.98,2,4,4,244,At Risk
15811,2011-11-17 15:31:00,21,6,2218.62,4,5,5,455,Loyal
15812,2011-08-24 14:19:00,106,5,1801.14,2,4,4,244,At Risk
15813,2011-05-16 08:13:00,207,2,1303.9099999999999,1,3,4,134,At Risk
15814,2011-11-23 08:17:00,16,4,1945.3300000000002,4,4,4,444,Loyal
15815,2011-10-07 12:42:00,63,5,2100.6,3,4,5,345,Loyal
15819,2011-10-21 14:50:00,48,4,1905.45,3,4,4,344,Loyal
15820,2011-01-24 12:00:00,319,1,206.98,1,2,1,121,At Risk
15821,2011-10-26 15:48:00,43,2,570.96,3,3,3,333,Loyal
15822,2011-12-06 14:50:00,2,2,885.47,5,3,3,533,Potential Loyal
15823,2010-12-02 15:08:00,371,1,15.0,1,2,1,121,At Risk
15825,2011-06-20 13:27:00,171,1,532.94,2,2,3,223,At Risk
15826,2011-10-14 16:05:00,55,3,1654.31,3,4,4,344,Loyal
15827,2011-09-27 15:35:00,72,14,1836.09,2,5,4,254,At Risk
15829,2011-09-01 16:45:00,98,2,636.14,2,3,3,233,At Risk
15830,2011-11-02 10:40:00,37,1,576.0,3,2,3,323,Potential Loyal
15831,2011-10-12 13:14:00,57,3,794.64,3,4,3,343,Loyal
15832,2011-03-30 15:29:00,253,1,836.79,1,2,3,123,At Risk
15834,2011-09-30 14:41:00,69,4,2225.15,3,4,5,345,Loyal
15835,2011-10-26 15:47:00,43,4,954.09,3,4,4,344,Loyal
15836,2011-10-20 17:13:00,49,1,137.37,3,2,1,321,Potential Loyal
15837,2011-10-06 09:01:00,64,1,391.98,3,2,2,322,Potential Loyal
15838,2011-11-28 14:00:00,10,19,33643.08,5,5,5,555,Champion
15839,2011-11-06 13:54:00,32,3,1048.49,4,4,4,444,Loyal
15840,2011-10-12 09:08:00,58,2,355.56,3,3,2,332,Loyal
15841,2011-09-28 12:15:00,72,4,1224.06,2,4,4,244,At Risk
15843,2011-02-09 10:19:00,303,1,118.95,1,2,1,121,At Risk
15844,2011-10-24 15:19:00,45,1,130.73999999999998,3,2,1,321,Potential Loyal
15845,2011-11-22 09:42:00,17,8,3711.77,4,5,5,455,Loyal
15847,2011-11-01 14:41:00,37,2,389.27,3,3,2,332,Loyal
15850,2011-11-20 14:14:00,18,2,234.88,4,3,1,431,Potential Loyal
15852,2011-06-06 11:22:00,186,2,160.71,1,3,1,131,At Risk
15853,2011-10-19 10:38:00,51,1,110.8,3,2,1,321,Potential Loyal
15854,2011-12-05 13:39:00,3,12,2969.12,5,5,5,555,Champion
15855,2011-07-26 10:20:00,136,5,712.24,2,4,3,243,At Risk
15856,2011-12-05 17:09:00,3,27,16143.64,5,5,5,555,Champion
15857,2011-11-21 12:18:00,18,1,297.0,4,2,2,422,Potential Loyal
15858,2011-11-24 12:48:00,15,5,1427.57,4,4,4,444,Loyal
15860,2011-10-30 11:25:00,40,8,965.16,3,5,4,354,Loyal
15861,2011-11-27 15:59:00,11,8,3146.92,5,5,5,555,Champion
15862,2011-12-01 13:28:00,7,4,832.88,5,4,3,543,Loyal
15863,2011-11-14 12:49:00,25,2,68.84,4,3,1,431,Potential Loyal
15864,2011-11-17 13:32:00,21,6,1936.32,4,5,4,454,Loyal
15865,2011-10-30 12:43:00,40,3,895.13,3,4,3,343,Loyal
15866,2011-08-30 14:09:00,100,1,211.89,2,2,1,221,At Risk
15867,2011-12-04 13:32:00,4,15,3810.14,5,5,5,555,Champion
15869,2011-03-07 17:23:00,276,2,149.64,1,3,1,131,At Risk
15870,2011-11-07 10:58:00,32,1,351.44,4,2,2,422,Potential Loyal
15872,2011-11-25 11:55:00,14,2,316.25,4,3,2,432,Potential Loyal
15874,2011-10-07 12:31:00,63,7,4405.88,3,5,5,355,Loyal
15877,2011-12-08 11:53:00,1,2,490.33,5,3,3,533,Potential Loyal
15880,2010-12-05 13:00:00,368,1,329.03,1,2,2,122,At Risk
15881,2011-01-31 16:59:00,311,5,501.39,1,4,3,143,At Risk
15882,2011-05-25 11:35:00,198,4,516.36,1,4,3,143,At Risk
15883,2011-12-07 17:05:00,1,2,396.48,5,3,2,532,Potential Loyal
15885,2011-09-08 10:43:00,92,3,379.35,2,4,2,242,At Risk
15886,2011-10-10 14:25:00,59,1,181.09,3,2,1,321,Potential Loyal
15888,2011-09-20 12:30:00,80,1,168.31,2,2,1,221,At Risk
15889,2011-07-06 11:10:00,156,2,420.07,2,3,2,232,At Risk
15891,2011-04-27 12:35:00,226,1,511.68,1,2,3,123,At Risk
15894,2011-03-31 13:50:00,252,2,258.25,1,3,2,132,At Risk
15895,2011-07-13 10:27:00,149,1,179.17,2,2,1,221,At Risk
15897,2011-05-29 13:50:00,193,2,208.59,1,3,1,131,At Risk
15898,2011-12-08 15:23:00,0,5,1383.83,5,4,4,544,Loyal
15899,2010-12-06 10:36:00,368,1,56.25,1,2,1,121,At Risk
15900,2011-11-16 12:19:00,23,1,337.28000000000003,4,2,2,422,Potential Loyal
15901,2011-11-23 12:43:00,16,3,351.73,4,4,2,442,Loyal
15903,2011-11-30 08:08:00,9,7,5126.76,5,5,5,555,Champion
15904,2011-12-01 14:50:00,7,1,164.68,5,2,1,521,Potential Loyal
15906,2011-11-20 12:24:00,19,7,1567.69,4,5,4,454,Loyal
15907,2011-12-06 12:21:00,3,3,882.72,5,4,3,543,Loyal
15909,2011-06-19 10:38:00,173,1,191.94,2,2,1,221,At Risk
15910,2011-12-09 10:51:00,0,8,1228.88,5,5,4,554,Champion
15912,2011-06-14 14:29:00,177,2,264.62,2,3,2,232,At Risk
15916,2011-11-23 13:46:00,15,8,1502.8600000000001,4,5,4,454,Loyal
15917,2011-04-06 10:40:00,247,1,123.1,1,2,1,121,At Risk
15918,2011-06-02 11:42:00,190,2,334.23,1,3,2,132,At Risk
15919,2011-11-20 11:28:00,19,2,525.69,4,3,3,433,Potential Loyal
